species,family,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,Env_refs,dimensions,constriction,ld50_mg,species,ld50_error,Error_type,ld50_method,ld50_model_class,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g,max_prey_g
Micrurus_surinamensis,Elapidae,124,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",424,151.734,56,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",aquatic,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",3,no,0.015,Micrurus_surinamensis,,none given,ip,fish,Synbranchus_marmoratus,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",100,0,0,0,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",34.34,52.62
Micrurus_surinamensis,Elapidae,124,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",424,151.734,56,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",aquatic,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",3,no,0.035,Micrurus_surinamensis,,none given,im,fish,Synbranchus_marmoratus,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",100,0,0,0,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",34.34,52.62
Micrurus_surinamensis,Elapidae,124,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",424,414.81,56,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",3,no,0.2,Micrurus_surinamensis,,none given,ip,lizard,Amphisbaena_cunhai,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",100,0,0,0,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",34.34,52.62
Micrurus_surinamensis,Elapidae,124,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",424,414.81,56,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",aquatic,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",3,no,0.45,Micrurus_surinamensis,,none given,im,lizard,Amphisbaena_cunhai,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",100,0,0,0,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",34.34,52.62
Micrurus_surinamensis,Elapidae,124,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",424,414.81,56,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",aquatic,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",3,no,0.35,Micrurus_surinamensis,,none given,ip,lizard,Liophis_typhlus,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",100,0,0,0,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",34.34,52.62
Micrurus_surinamensis,Elapidae,124,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",424,414.81,56,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",aquatic,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",3,no,0.55,Micrurus_surinamensis,,none given,im,lizard,Liophis_typhlus,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",100,0,0,0,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",34.34,52.62
Naja_melanoleuca,Elapidae,263,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",2587,226.8265897,571,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,0.225,Naja_melanoleuca,,,sc,mammal,Mus_musculus,"Minton, SA (1967). ""Paraspecific protection by elapid and sea snake antivenins"". Toxicon 5 (1): 47_55. doi:10.1016/0041-0101(67)90118-3.",25,0,20.2,2.4,6.5,0,45.9,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",65.5,142.68
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.8,Naja_naja,0.74-0.90,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.18,Naja_naja,0.16-0.21,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.565,Naja_naja,0.45-0.705,95_confidence_interval,sc,mammal,Mus_musculus,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.624,Naja_naja,,,sc,mammal,Mus_musculus,"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,249.3181814,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.28,Naja_naja,,,im,bird,Columba_sp,"Lee, C.Y. and Tseng, L.F., 1969. Species differences in susceptibility to elapid venoms. Toxicon, 7(2), pp.89-93.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,249.3181814,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.43,Naja_naja,,,im,bird,Gallus_domesticus,"Lee, C.Y. and Tseng, L.F., 1969. Species differences in susceptibility to elapid venoms. Toxicon, 7(2), pp.89-93.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,249.3181814,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.7,Naja_naja,,,im,bird,Lonchura_striata,"Lee, C.Y. and Tseng, L.F., 1969. Species differences in susceptibility to elapid venoms. Toxicon, 7(2), pp.89-93.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.67,Naja_naja,,,im,mammal,Mus_musculus,"Lee, C.Y. and Tseng, L.F., 1969. Species differences in susceptibility to elapid venoms. Toxicon, 7(2), pp.89-93.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.282,Naja_naja,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,0.044,Naja_naja,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,1.3,Naja_naja,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_naja,Elapidae,150,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,294.204545,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,2.8,Naja_naja,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89,131.6
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,1.34,Naja_nigricollis,1.05-1.53,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,1.67,Naja_nigricollis,,none given,ip,mammal,Mus_musculus,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied",0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,0.63,Naja_nigricollis,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,0.4,Naja_nigricollis,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,1.2,Naja_nigricollis,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,0.44,Naja_nigricollis,,,im,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,2.8,Naja_nigricollis,,,sc,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,253.9747192,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,0.72,Naja_nigricollis,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,255.8423289,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,1.5,Naja_nigricollis,,,sc,mammal,Rattus_norvegicus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,288.3631357,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,1.6,Naja_nigricollis,,,sc,mammal,Oryctolagus_cuniculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
Naja_nigricollis,Elapidae,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,288.1701272,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,no,0.33,Naja_nigricollis,,,iv,bird,Columba_sp,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64,142.68
